department;region;district_region;district_city;city_type;city;street;street_type;hous;post_index;partner;status;register;edrpou;address;partner name;id_terminal;koatu;tax_id;koatu2
1330549;Черкаська;;;м.;Умань;ГАЙДАМАЦЬКА;вулиця;14;20301;justin;;4/01/05 від 10.01.2020;43450078;20301, Черкаська обл., місто Умань, ВУЛИЦЯ ГАЙДАМАЦЬКА, будинок 14;709;7215600709;7110800000;15801998;
1330550;Київська;;;м.;Обухів;КАШТАНОВА;вулиця;6/1;08703;justin;;4/01/05 від 10.01.2020;43450083;08703, Київська обл., місто Обухів, ВУЛИЦЯ КАШТАНОВА, будинок 6/1;710;7213100710;3211600000;15801999;
1330551;Чернігівська;;;м.;Прилуки;Київська;вулиця;140-Б;17507;justin;25.02.2021;4/01/05 від 10.01.2020;43450099;17507, Чернігівська обл., місто Прилуки, ВУЛИЦЯ КИЇВСЬКА, будинок 140-Б;711;7613800711;7410700000;15802000;
1330552;Львівська;Львівський;;м.;Новий Розділ;Шевченка;проспект;30-А;81652;justin;;4/01/05 від 10.01.2020;43450104;81652, Львівська обл., Львівський р-н.,  м.Новий Розділ, проспект Шевченка, 30-А;712;7321300787;4610800000;15802001;
1330553;Закарпатська;;;м.;Ужгород;Свободи;проспект;51;65089;justin;;4/01/05 від 10.01.2020;43450112;88018, Закарпатська обл., місто Ужгород, ПРОСПЕКТ СВОБОДИ, будинок 51;713;7308900713;2110100000;15802002;
1330554;;;Подільський;м.;Київ;КОСТЯНТИНІВСЬКА;вулиця;71;04080;justin;;4/01/05 від 10.01.2020;43450125;04080, м.Київ, Подільський район, ВУЛИЦЯ КОСТЯНТИНІВСЬКА, будинок 71;714;7100107714;8038500000;15802003;
1330555;Одеська;;;м.;Чорноморськ;Миру;проспект;28-Б/3;68003;justin;;4/01/05 від 10.01.2020;43450130;68003, Одеська обл., місто Чорноморськ, ПРОСПЕКТ МИРУ, будинок 28-Б/3;715;7414300715;5110800000;15802004;
1330556;Одеська;;;м.;Ізмаїл;Миру;проспект;25-Б;68604;justin;0;4/01/05 від 10.01.2020;43450146;68604, Одеська обл., місто Ізмаїл, ПРОСПЕКТ МИРУ, будинок 25-Б;716;7414400716;5110600000;15802005;
1330557;Запорізька;;Дніпровський;м.;Запоріжжя;ЛАДОЗЬКА;вулиця;16;69096;justin;;4/01/05 від 10.01.2020;43450151;69096, Запорізька обл., місто Запоріжжя, Дніпровський район, ВУЛИЦЯ ЛАДОЗЬКА, будинок 16;717;7510602728;2310136900;15802006;
1330558;Дніпропетровська;;Покровський;м.;Кривий Ріг;4-й Зарічний;МІКРОРАЙОН;20-Ж;50106;justin;;4/01/05 від 10.01.2020;43450167;50106 Дніпропетровська обл. м. Кривий Ріг Покровський р-н мікрорайон 4-й Зарічний 20-Ж;718;7510304744;1211036600;15802007;
1330559;Харківська;;Шевченківський;м.;Харків;ЯРОША ОТАКАРА;вулиця;17;61045;justin;;4/01/05 від 10.01.2020;43450172;61045, Харківська обл., місто Харків, Шевченківський район, ВУЛИЦЯ ЯРОША ОТАКАРА, будинок 17;719;7511209719;6310136300;15802008;
1330560;Полтавська;;Київський;м.;Полтава;СОБОРНОСТІ;вулиця;50;36014;justin;;4/01/05 від 10.01.2020;43450188;36014, Полтавська обл., місто Полтава, Київський район, ВУЛИЦЯ СОБОРНОСТІ, будинок 50;720;7409701720;5310136400;15802009;
1330561;Луганська;;;м.;Сєвєродонецьк;ХІМІКІВ;проспект;44-Г;93401;justin;0;4/01/05 від 10.01.2020;43450193;93401, Луганська обл., місто Сєвєродонецьк, ПРОСПЕКТ ХІМІКІВ, будинок 44-Г;721;7511700721;4412900000;15802010;
1330562;Донецька;;;м.;Костянтинівка;ЦІОЛКОВСЬКОГО;вулиця;36;85110;justin;;4/01/05 від 10.01.2020;43450209;85110, Донецька обл., місто Костянтинівка, ВУЛИЦЯ ЦІОЛКОВСЬКОГО, будинок 36;722;7520100722;1412600000;15802011;
1330563;Донецька;;;м.;Бахмут;НЕЗАЛЕЖНОСТІ;вулиця;69;84511;justin;;4/01/05 від 10.01.2020;43450214;84511, Донецька обл., місто Бахмут, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 69;723;7511500723;1410300000;15802012;
1330564;Донецька;;;м.;Слов`янськ;Свободи;вулиця;39;84122;justin;;4/01/05 від 10.01.2020;43450226;84122, Донецька обл., місто Слов`янськ, ВУЛИЦЯ СВОБОДИ, будинок 39;724;7515200724;1414100000;15802013;
1330565;Дніпропетровська;;Новокодацький;м.;Дніпро;Кам`янська;вулиця;40, приміщення 117;49064;justin;0;4/01/05 від 10.01.2020;43450235;49064, Дніпропетровська обл., м.Дніпро, Новокодацький р-н., вул.Кам`янська 40, приміщення 117;725;7510407615;1210138100;15802014;
1330566;Дніпропетровська;;Індустріальний;м.;Дніпро;Калинова;вулиця;12;19026;justin;;4/01/05 від 10.01.2020;43450240;19026, Дніпропетровська обл., місто Дніпро, Індустріальний район, ВУЛИЦЯ КАЛИНОВА, будинок 12;726;7510402726;1210137200;15802015;
1330567;Запорізька;;;м.;Бердянськ;Праці;проспект;20;71118;justin;;4/01/05 від 10.01.2020;43450256;71118, Запорізька обл., місто Бердянськ, ПРОСПЕКТ ПРАЦІ, будинок 20;727;7510700727;2310400000;15802016;
1330568;Миколаївська;;;м.;Вознесенськ;Київська;вулиця;11;56501;justin;;4/01/05 від 10.01.2020;43450261;56501, Миколаївська обл., місто Вознесенськ, ВУЛИЦЯ КИЇВСЬКА , будинок 11;800;7413600743;4810200000;15802017;
1330569;Запорізька;;;м.;Мелітополь;Героїв України;вулиця;47;72319;justin;08.01.2021;4/01/05 від 10.01.2020;43450277;72319, Запорізька обл., місто Мелітополь, ВУЛИЦЯ ГЕРОЇВ УКРАЇНИ, будинок 47;729;7511000729;2310700000;15802018;
1330570;Дніпропетровська;;Індустріальний;м.;Дніпро;Калинова;вулиця;82-Д;49087;justin;;4/01/05 від 10.01.2020;43450282;49087, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., вул.Калинова, 82-Д;730;7510402602;1210137200;15802019;
1330571;Дніпропетровська;;;м.;Нікополь;ТРУБНИКІВ;проспект;9;53210;justin;;4/01/05 від 10.01.2020;43450298;53210, Дніпропетровська обл., місто Нікополь, ПРОСПЕКТ ТРУБНИКІВ, будинок 9;731;7514200731;1211600000;15802020;
1330572;Дніпропетровська;;;м.;Новомосковськ;ГЕТЬМАНСЬКА;вулиця;30;51200;justin;;4/01/05 від 10.01.2020;43450303;51200, Дніпропетровська обл., місто Новомосковськ, ВУЛИЦЯ ГЕТЬМАНСЬКА, 30;732;7516600732;1211900000;15802021;
1330573;Львівська;;Личаківський;м.;Львів;Зелена;вулиця;70;79017;justin;;4/01/05 від 10.01.2020;43450319;79017, Львівська обл., місто Львів, Личаківський район, ВУЛИЦЯ ЗЕЛЕНА, будинок 70;733;7308503733;4610137200;15802022;
1330574;Рівненська;;;м.;Рівне;Степана Бандери;вулиця;46;33014;justin;0;4/01/05 від 10.01.2020;43450324;33014, Рівненська обл., місто Рівне, ВУЛИЦЯ СТЕПАНА БАНДЕРИ, будинок 46;734;7308200734;5610100000;15802023;
1330575;Волинська;;СОБОРНОСТІ;м.;Луцьк;СОБОРНОСТІ;проспект;26;43026;justin;;4/01/05 від 10.01.2020;43450330;43026, Волинська обл., місто Луцьк, ПРОСПЕКТ СОБОРНОСТІ, будинок 26;735;7308400735;0710100000;15802024;
1330576;Івано-Франківська;;;м.;Івано-Франківськ;Степана Бандери;вулиця;31;76014;justin;;4/01/05 від 10.01.2020;43450345;76014, Івано-Франківська обл., місто Івано-Франківськ, ВУЛИЦЯ СТЕПАНА БАНДЕРИ, будинок 31;736;7309500736;2610100000;15802025;
1330577;Хмельницька;;;м.;Хмельницький;Привокзальна;площа;2;29000;justin;;4/01/05 від 10.01.2020;43450350;29000, Хмельницька обл., місто Хмельницький, ПЛОЩА ПРИВОКЗАЛЬНА, будинок 2;737;7309200737;6810100000;15802026;
1330578;Львівська;;;м.;Червоноград;ПАРКОВА;вулиця;2, приміщення 3;80103;justin;0;4/01/05 від 10.01.2020;43450366;80103, Львівська обл., м.Червоноград, вул.Паркова, 2, приміщення 3;738;7313000617;4611800000;15802027;
1330579;Закарпатська;;;м.;Мукачево;ВАЛЕНБЕРГА РАУЛЯ;вулиця;3-1;89600;justin;;4/01/05 від 10.01.2020;43450371;89600, Закарпатська обл., місто Мукачево, ВУЛИЦЯ ВАЛЕНБЕРГА РАУЛЯ, будинок 3-1;739;7316300739;2110400000;15802028;
1330580;Хмельницька;;;м.;Кам`янець-Подільський;Хмельницьке;шосе;34;32305;justin;;4/01/05 від 10.01.2020;43450387;32305, Хмельницька обл., місто Кам`янець-Подільський, Хмельницьке шосе, 34;740;7309300764;6810400000;15802029;
1330581;Вінницька;;;м.;Вінниця;ЗАМОСТЯНСЬКА;вулиця;25/21;21001;justin;;471/07/05 від 27.07.2020;43735495;21001, Вінницька обл., місто Вінниця, ВУЛИЦЯ ЗАМОСТЯНСЬКА, будинок 25/21;814;7200201814;0510100000;15802045;
1330582;Донецька;;;м.;Краматорськ;Дружби;вулиця;65;84331;justin;;471/07/05 від 27.07.2020;43735500;84331, Донецька обл., м.Краматорськ,  вул.Дружби, 65;816;7522500816;1412900000;15802046;
1330583;Одеська;;Київський;м.;Одеса;Гранітна;вулиця;2, приміщення 13-Н;65125;justin;;471/07/05 від 27.07.2020;43735516;65125, Одеська обл., м.Одеса, Київський р-н., вул.Гранітна 2, приміщення 13-Н;824;7308400824;5110136900;15802047;
1330584;Дніпропетровська;Нікопольський;;м.;Марганець;ПРИВОКЗАЛЬНА;вулиця;1;53401;justin;;471/07/05 від 27.07.2020;43735521;53401, Дніпропетровська обл., Нікопольський р-н., м.Марганець,  вул.Привокзальна, 1;831;7201601831;1211300000;15802048;
1330585;Волинська;;;м.;Луцьк;ВІДРОДЖЕННЯ;проспект;16;43020;justin;;471/07/05 від 27.07.2020;43735537;43020, Волинська обл., місто Луцьк, ПРОСПЕКТ ВІДРОДЖЕННЯ, будинок 16;825;7308400825;0710100000;15802049;
1330586;Луганська;Іллінецький;;м.;Іллінці;Європейська;вулиця;12-А;22700;justin;;471/07/05 від 27.07.2020;43735542;22700, Вінницька обл., Іллінецький р-н., м.Іллінці, вул.Європейська, 12-А;832;7222800832;0521210100;15802050;
1330587;Донецька;;;м.;Краматорськ;Богдана Хмельницького;вулиця;3;84313;justin;19.03.2021;471/07/05 від 27.07.2020;43735558;84313, Донецька обл., м.Краматорськ,  вул.Богдана Хмельницького, 3;820;7607202820;1412900000;15802051;
1330588;;;Святошинський;м.;Київ;ПШЕНИЧНА;вулиця;2;03134;justin;;471/07/05 від 27.07.2020;43735563;03134, м.Київ, Святошинський район, ВУЛИЦЯ ПШЕНИЧНА, будинок 2;817;7100108817;8038600000;15802054;
